"policy_id","industry","vehicle_type","territory","fleet_size","years_in_business","driver_age","driver_age_band","exposure","claims","total_loss","severity","pure_premium","freq_lambda","sev_mu"
6161,"Healthcare","Cargo_Van","Urban",45,14,35,"31–40",0.782963736332022,0,0,NA,0,0.142695140946511,9240
6162,"Healthcare","Box_Truck","Urban",6,14,46,"41–50",0.808262279140763,0,0,NA,0,0.1466511079273,13860
6163,"Professional","Box_Truck","Suburban",9,18,35,"31–40",0.555500528775156,0,0,NA,0,0.0538946613017656,9450
6164,"Healthcare","Light_Truck","Urban",26,20,35,"31–40",0.584389953757636,0,0,NA,0,0.0823639200826013,8316
6165,"Retail","Cargo_Van","Urban",2,21,23,"21–30",0.524133586790413,0,0,NA,0,0.072330434977077,8400
6166,"Professional","Cargo_Van","Urban",29,31,50,"41–50",0.633549169870093,0,0,NA,0,0.0791619687752682,7560
6167,"Professional","Light_Truck","Urban",42,18,32,"31–40",0.585186554468237,0,0,NA,0,0.0729961708043679,6804
6168,"Logistics","Delivery_Truck","Urban",29,9,40,"31–40",0.679889576509595,1,5423.35132875101,5423.35132875101,7976.81199437313,0.220875726720672,16380
6169,"Logistics","Cargo_Van","Suburban",41,37,68,"61–70",0.856297095422633,0,0,NA,0,0.157044887300511,10500
6170,"Construction","Cargo_Van","Urban",16,36,62,"61–70",0.767540630185977,1,2556.34396190503,2556.34396190503,3330.56500381696,0.158650648259441,11760
6171,"Healthcare","Light_Truck","Rural",32,35,53,"51–60",0.814491563360207,0,0,NA,0,0.056341639403879,5544
6172,"Professional","Delivery_Truck","Suburban",22,17,33,"31–40",0.657785615767352,0,0,NA,0,0.0670415099590086,8190
6173,"Construction","Light_Truck","Suburban",47,6,69,"61–70",0.598327014013194,0,0,NA,0,0.0959058370761748,8820
6174,"Healthcare","Light_Truck","Urban",27,39,32,"31–40",0.713077859021723,0,0,NA,0,0.101367583049233,8316
6175,"Retail","Delivery_Truck","Suburban",15,29,25,"21–30",0.806542834383436,0,0,NA,0,0.110093096893339,9100
6176,"Retail","Light_Truck","Suburban",39,35,33,"31–40",0.85427176009398,0,0,NA,0,0.099180951346911,6300
6177,"Construction","Light_Truck","Urban",20,23,52,"51–60",0.905247770948336,0,0,NA,0,0.174758082181576,10584
6178,"Logistics","Cargo_Van","Rural",16,25,55,"51–60",0.768550590146333,0,0,NA,0,0.0798370353044011,8400
6179,"Retail","Light_Truck","Rural",11,31,63,"61–70",0.721810500253923,0,0,NA,0,0.0459288021311571,5040
6180,"Healthcare","Cargo_Van","Urban",1,21,40,"31–40",0.614704036153853,0,0,NA,0,0.0755163908415008,9240
6181,"Construction","Light_Truck","Urban",30,24,23,"21–30",0.642364051076584,0,0,NA,0,0.135281869156729,10584
6182,"Retail","Light_Truck","Urban",35,6,23,"21–30",0.98898147046566,0,0,NA,0,0.16689062314108,7560
6183,"Logistics","Light_Truck","Rural",17,35,28,"21–30",0.905133895576,0,0,NA,0,0.0854211062610894,7560
6184,"Retail","Cargo_Van","Urban",44,4,24,"21–30",0.661892001167871,1,14286.0980628037,14286.0980628037,21583.7297287121,0.133040292234742,8400
6185,"Construction","Cargo_Van","Rural",10,30,56,"51–60",0.563467880710959,0,0,NA,0,0.0512755771446973,7840
6186,"Healthcare","Light_Truck","Suburban",31,1,40,"31–40",0.869757820735686,0,0,NA,0,0.0852449640103046,6930
6187,"Logistics","Cargo_Van","Rural",42,10,48,"41–50",0.936492897919379,0,0,NA,0,0.121144721274851,8400
6188,"Retail","Delivery_Truck","Urban",4,10,32,"31–40",0.503540627192706,0,0,NA,0,0.092298996964423,10920
6189,"Construction","Box_Truck","Urban",4,29,44,"41–50",0.789143088739365,0,0,NA,0,0.202509899432296,17640
6190,"Healthcare","Light_Truck","Suburban",40,3,29,"21–30",0.923217898700386,0,0,NA,0,0.0972148447331507,6930
6191,"Professional","Box_Truck","Suburban",24,26,45,"41–50",0.6531892567873,0,0,NA,0,0.0729743037682772,9450
6192,"Logistics","Cargo_Van","Rural",12,19,22,"21–30",0.924481601919979,0,0,NA,0,0.0924111809279211,8400
6193,"Logistics","Light_Truck","Suburban",24,28,64,"61–70",0.73611232067924,0,0,NA,0,0.105735173742366,9450
6194,"Professional","Light_Truck","Urban",42,37,39,"31–40",0.550955373677425,0,0,NA,0,0.068726173312522,6804
6195,"Construction","Cargo_Van","Rural",23,11,37,"31–40",0.84295654296875,0,0,NA,0,0.0866812213134766,7840
6196,"Logistics","Delivery_Truck","Rural",48,30,43,"41–50",0.721027232939377,0,0,NA,0,0.126765239877538,10920
6197,"Healthcare","Light_Truck","Urban",4,25,22,"21–30",0.875089709530585,0,0,NA,0,0.0999439957254881,8316
6198,"Retail","Cargo_Van","Rural",16,15,48,"41–50",0.8418379931245,0,0,NA,0,0.0624643790898379,5600
6199,"Healthcare","Delivery_Truck","Suburban",47,24,53,"51–60",0.845307557843626,0,0,NA,0,0.135494348446755,10010
6200,"Professional","Box_Truck","Urban",1,40,51,"51–60",0.550678924657404,0,0,NA,0,0.073664319751421,11340
6201,"Healthcare","Light_Truck","Suburban",22,14,38,"31–40",0.81763716682326,0,0,NA,0,0.0741760437742062,6930
6202,"Retail","Box_Truck","Suburban",10,29,47,"41–50",0.855053403880447,1,13693.75003085,13693.75003085,16015.0815945581,0.119707476543263,10500
6203,"Construction","Light_Truck","Suburban",16,37,64,"61–70",0.566683298209682,0,0,NA,0,0.0702800626439648,8820
6204,"Retail","Delivery_Truck","Urban",41,38,41,"41–50",0.930980534758419,0,0,NA,0,0.237818977604038,10920
6205,"Healthcare","Cargo_Van","Suburban",45,6,60,"51–60",0.878409671713598,0,0,NA,0,0.106726775113202,7700
6206,"Construction","Delivery_Truck","Urban",15,16,24,"21–30",0.853170426096767,0,0,NA,0,0.227092638166307,15288
6207,"Construction","Cargo_Van","Suburban",9,16,42,"41–50",0.950130201992579,0,0,NA,0,0.122281756996445,9800
6208,"Retail","Cargo_Van","Suburban",37,33,40,"31–40",0.895612786640413,0,0,NA,0,0.113742823903332,7000
6209,"Retail","Light_Truck","Rural",37,19,53,"51–60",0.830176760791801,0,0,NA,0,0.066422442630952,5040
6210,"Healthcare","Light_Truck","Suburban",22,22,45,"41–50",0.736747948918492,0,0,NA,0,0.0668377739258856,6930
6211,"Professional","Light_Truck","Urban",2,20,65,"61–70",0.835204328177497,0,0,NA,0,0.0726126642917516,6804
6212,"Professional","Light_Truck","Urban",44,5,23,"21–30",0.523136802716181,0,0,NA,0,0.06624481332795,6804
6213,"Logistics","Light_Truck","Rural",9,36,53,"51–60",0.909722215612419,0,0,NA,0,0.0794351244228452,7560
6214,"Healthcare","Light_Truck","Urban",25,40,27,"21–30",0.836879856535234,0,0,NA,0,0.116933037954386,8316
6215,"Logistics","Delivery_Truck","Rural",17,8,62,"61–70",0.503358776215464,0,0,NA,0,0.0686168616561396,10920
6216,"Healthcare","Cargo_Van","Suburban",45,12,52,"51–60",0.549516793224029,0,0,NA,0,0.0667662903767196,7700
6217,"Retail","Light_Truck","Suburban",17,30,29,"21–30",0.793273132178001,0,0,NA,0,0.0763922026287415,6300
6218,"Professional","Delivery_Truck","Urban",6,7,25,"21–30",0.829541466664523,1,8606.3172933665,8606.3172933665,10374.7885298264,0.108703113791719,9828
6219,"Professional","Box_Truck","Urban",6,26,61,"61–70",0.847301723551936,0,0,NA,0,0.119571219227649,11340
6220,"Professional","Cargo_Van","Suburban",30,34,61,"61–70",0.778305047773756,0,0,NA,0,0.0653776240129955,6300
6221,"Professional","Delivery_Truck","Suburban",10,33,46,"41–50",0.808758583618328,0,0,NA,0,0.0735970311092678,8190
6222,"Construction","Delivery_Truck","Suburban",40,39,32,"31–40",0.78607485012617,0,0,NA,0,0.172700644572719,12740
6223,"Construction","Light_Truck","Suburban",22,37,45,"41–50",0.566438629524782,0,0,NA,0,0.0742261180129275,8820
6224,"Healthcare","Delivery_Truck","Rural",29,16,28,"21–30",0.937590576009825,0,0,NA,0,0.0913785151284935,8008
6225,"Logistics","Cargo_Van","Suburban",11,22,46,"41–50",0.515806016046554,0,0,NA,0,0.0729349706689827,10500
6226,"Retail","Cargo_Van","Urban",31,4,28,"21–30",0.65473161987029,1,1450.93435380923,1450.93435380923,2216.07496839191,0.118833789006458,8400
6227,"Retail","Delivery_Truck","Suburban",43,35,36,"31–40",0.620557914138772,0,0,NA,0,0.107294463354594,9100
6228,"Healthcare","Light_Truck","Suburban",17,5,62,"61–70",0.789565362036228,1,2471.71307675785,2471.71307675785,3130.47303694211,0.0684316299276799,6930
6229,"Professional","Cargo_Van","Urban",38,19,51,"51–60",0.880641226074658,0,0,NA,0,0.118358180784434,7560
6230,"Construction","Box_Truck","Urban",11,27,41,"41–50",0.910653446335346,0,0,NA,0,0.251094474758045,17640
6231,"Logistics","Light_Truck","Rural",15,36,50,"41–50",0.715838609728962,0,0,NA,0,0.0662938136469992,7560
6232,"Professional","Delivery_Truck","Suburban",47,11,64,"61–70",0.719248015899211,0,0,NA,0,0.0896686501421547,8190
6233,"Construction","Light_Truck","Urban",17,13,23,"21–30",0.939580086385831,0,0,NA,0,0.176439046521963,10584
6234,"Retail","Light_Truck","Urban",14,21,60,"51–60",0.800622613052838,1,11593.0070346877,11593.0070346877,14479.9895052709,0.112407414872618,7560
6235,"Construction","Cargo_Van","Urban",40,20,56,"51–60",0.871749096200801,0,0,NA,0,0.220988395886903,11760
6236,"Healthcare","Cargo_Van","Suburban",8,31,45,"41–50",0.651293075410649,0,0,NA,0,0.0574440492512193,7700
6237,"Construction","Light_Truck","Urban",43,21,28,"21–30",0.707446127547882,1,4273.06934423061,4273.06934423061,6040.13390961899,0.165128537861589,10584
6238,"Logistics","Box_Truck","Rural",17,6,42,"41–50",0.983724451856688,0,0,NA,0,0.144414684430369,12600
6239,"Retail","Box_Truck","Urban",1,38,27,"21–30",0.922047554864548,1,8023.48424141063,8023.48424141063,8701.81174396076,0.176203287734615,12600
6240,"Retail","Light_Truck","Suburban",12,37,40,"31–40",0.662484531174414,0,0,NA,0,0.0608160799618112,6300
6241,"Logistics","Light_Truck","Urban",29,14,45,"41–50",0.874889440019615,0,0,NA,0,0.196771383954812,11340
6242,"Construction","Light_Truck","Urban",43,29,25,"21–30",0.596442060894333,2,13766.8112200167,6883.40561000836,23081.5566550993,0.139218523643651,10584
6243,"Professional","Delivery_Truck","Urban",36,29,27,"21–30",0.985407180502079,0,0,NA,0,0.169480180974553,9828
6244,"Logistics","Light_Truck","Rural",23,22,54,"51–60",0.69410999387037,0,0,NA,0,0.0691791666490843,7560
6245,"Retail","Delivery_Truck","Rural",37,39,45,"41–50",0.989855667110533,0,0,NA,0,0.114397619447964,7280
6246,"Retail","Box_Truck","Urban",3,3,42,"41–50",0.511352976202033,0,0,NA,0,0.0998672362522571,12600
6247,"Construction","Delivery_Truck","Urban",16,36,32,"31–40",0.87097357714083,0,0,NA,0,0.234039309913513,15288
6248,"Retail","Light_Truck","Suburban",13,28,55,"51–60",0.947396136354655,0,0,NA,0,0.0878236218400765,6300
6249,"Retail","Light_Truck","Suburban",18,3,50,"41–50",0.963242066791281,0,0,NA,0,0.0936271288921125,6300
6250,"Logistics","Cargo_Van","Urban",10,1,55,"51–60",0.825827022781596,1,13320.9461482535,13320.9461482535,16130.4314109087,0.173423674784135,12600
6251,"Professional","Light_Truck","Suburban",32,24,70,"61–70",0.526637223199941,0,0,NA,0,0.0404773369751475,5670
6252,"Healthcare","Light_Truck","Urban",26,38,54,"51–60",0.571263699326664,0,0,NA,0,0.0805139057831001,8316
6253,"Logistics","Light_Truck","Rural",22,12,60,"51–60",0.942613144870847,0,0,NA,0,0.0931150969029218,7560
6254,"Logistics","Light_Truck","Rural",42,18,48,"41–50",0.688177729025483,0,0,NA,0,0.0801204039240628,7560
6255,"Retail","Delivery_Truck","Suburban",37,34,62,"61–70",0.562851395457983,0,0,NA,0,0.092926765390113,9100
6256,"Construction","Cargo_Van","Urban",20,28,60,"51–60",0.585428764810786,0,0,NA,0,0.125574470051914,11760
6257,"Logistics","Delivery_Truck","Suburban",2,4,63,"61–70",0.954439169610851,0,0,NA,0,0.159811294559641,13650
6258,"Construction","Cargo_Van","Suburban",35,8,68,"61–70",0.516544228186831,0,0,NA,0,0.08393843708036,9800
6259,"Logistics","Box_Truck","Suburban",26,30,28,"21–30",0.818370508030057,0,0,NA,0,0.186064718705714,15750
6260,"Logistics","Box_Truck","Suburban",44,5,52,"51–60",0.823896235902794,1,16998.6652257698,16998.6652257698,20632.0462274516,0.21638810739751,15750
6261,"Construction","Light_Truck","Urban",23,16,59,"51–60",0.998800120665692,0,0,NA,0,0.198077045929817,10584
6262,"Construction","Light_Truck","Rural",36,13,60,"51–60",0.815363217145205,0,0,NA,0,0.0841405918300822,7056
6263,"Professional","Light_Truck","Suburban",38,22,44,"41–50",0.647577074356377,0,0,NA,0,0.0522206152760983,5670
6264,"Logistics","Box_Truck","Urban",39,4,47,"41–50",0.770622304757126,0,0,NA,0,0.292266215302187,18900
6265,"Construction","Cargo_Van","Urban",2,19,70,"61–70",0.542934677097946,0,0,NA,0,0.0974024810713716,11760
6266,"Retail","Light_Truck","Suburban",33,33,29,"21–30",0.605500938137993,1,5922.25279036296,5922.25279036296,9780.74915717684,0.0670289538518758,6300
6267,"Logistics","Delivery_Truck","Rural",27,8,30,"21–30",0.831283797859214,0,0,NA,0,0.123909500341299,10920
6268,"Construction","Light_Truck","Rural",22,16,23,"21–30",0.663320305058733,1,3325.14455374692,3325.14455374692,5012.87919032193,0.0608450449424274,7056
6269,"Construction","Light_Truck","Urban",14,11,23,"21–30",0.743616878637113,0,0,NA,0,0.135724952688846,10584
6270,"Retail","Light_Truck","Urban",13,7,65,"61–70",0.898833493236452,0,0,NA,0,0.124982797234529,7560
6271,"Construction","Light_Truck","Suburban",42,7,28,"21–30",0.607040624832734,0,0,NA,0,0.0937513540991675,8820
6272,"Retail","Delivery_Truck","Rural",44,30,66,"61–70",0.790025124209933,0,0,NA,0,0.0963356636461592,7280
6273,"Logistics","Box_Truck","Suburban",36,35,24,"21–30",0.683881221222691,0,0,NA,0,0.168891306393156,15750
6274,"Professional","Box_Truck","Urban",49,25,22,"21–30",0.795954421861097,0,0,NA,0,0.162637367018878,11340
6275,"Logistics","Delivery_Truck","Suburban",34,39,65,"61–70",0.858682653866708,0,0,NA,0,0.193787501324639,13650
6276,"Retail","Light_Truck","Urban",9,1,31,"31–40",0.593785875476897,0,0,NA,0,0.0793594822574873,7560
6277,"Construction","Light_Truck","Urban",18,22,69,"61–70",0.869030194939114,0,0,NA,0,0.16471598314876,10584
6278,"Logistics","Delivery_Truck","Urban",10,18,28,"21–30",0.742334627429955,0,0,NA,0,0.202657353288378,16380
6279,"Logistics","Delivery_Truck","Urban",44,35,30,"21–30",0.773232529172674,0,0,NA,0,0.282863923821948,16380
6280,"Professional","Delivery_Truck","Rural",38,36,68,"61–70",0.729996887384914,0,0,NA,0,0.0595210262098163,6552
6281,"Construction","Cargo_Van","Rural",9,3,68,"61–70",0.542605186230503,0,0,NA,0,0.048883301227506,7840
6282,"Professional","Light_Truck","Urban",46,40,39,"31–40",0.751039140392095,0,0,NA,0,0.096523550323192,6804
6283,"Retail","Light_Truck","Urban",4,2,36,"31–40",0.560793357202783,0,0,NA,0,0.0711646770290332,7560
6284,"Logistics","Light_Truck","Urban",16,11,25,"21–30",0.767001785687171,0,0,NA,0,0.153661137744568,11340
6285,"Professional","Cargo_Van","Suburban",16,4,58,"51–60",0.540678685763851,0,0,NA,0,0.0401183584836777,6300
6286,"Logistics","Light_Truck","Rural",18,39,25,"21–30",0.838624253869057,0,0,NA,0,0.0798839919265509,7560
6287,"Construction","Delivery_Truck","Rural",14,5,35,"31–40",0.590979497064836,0,0,NA,0,0.0727093894828809,10192
6288,"Logistics","Delivery_Truck","Rural",13,36,41,"41–50",0.616928914678283,0,0,NA,0,0.0809546460419136,10920
6289,"Construction","Cargo_Van","Suburban",29,13,66,"61–70",0.842263830010779,0,0,NA,0,0.130298214502668,9800
6290,"Construction","Cargo_Van","Urban",8,22,31,"31–40",0.644678588258103,1,10114.8813690899,10114.8813690899,15689.8050490864,0.123198078216123,11760
6291,"Healthcare","Delivery_Truck","Urban",25,31,54,"51–60",0.717061670613475,0,0,NA,0,0.144720971671565,12012
6292,"Construction","Delivery_Truck","Suburban",23,14,37,"31–40",0.718233974068426,0,0,NA,0,0.137161142027847,12740
6293,"Retail","Box_Truck","Suburban",7,33,30,"21–30",0.634612463996746,0,0,NA,0,0.086180372610758,10500
6294,"Professional","Light_Truck","Rural",48,38,50,"41–50",0.598986012977548,0,0,NA,0,0.0364530907777876,4536
6295,"Retail","Cargo_Van","Rural",8,22,47,"41–50",0.663975903647952,0,0,NA,0,0.0455487469902495,5600
6296,"Logistics","Cargo_Van","Suburban",3,34,39,"31–40",0.824729203945026,0,0,NA,0,0.107379742353642,10500
6297,"Logistics","Light_Truck","Suburban",8,29,38,"31–40",0.887432695366442,0,0,NA,0,0.109580189223848,9450
6298,"Retail","Box_Truck","Rural",26,36,53,"51–60",0.514404163579457,0,0,NA,0,0.0584774653157126,8400
6299,"Professional","Cargo_Van","Suburban",45,22,51,"51–60",0.91663344821427,0,0,NA,0,0.0866218608562485,6300
6300,"Healthcare","Light_Truck","Urban",22,12,30,"21–30",0.604519442189485,0,0,NA,0,0.0822630056931451,8316
6301,"Retail","Light_Truck","Suburban",4,8,52,"51–60",0.69515773630701,0,0,NA,0,0.0588103444915731,6300
6302,"Retail","Light_Truck","Urban",24,34,68,"61–70",0.860296455910429,0,0,NA,0,0.132399624564615,7560
6303,"Logistics","Cargo_Van","Urban",47,28,39,"31–40",0.584591502440162,0,0,NA,0,0.168186975252035,12600
6304,"Construction","Cargo_Van","Suburban",1,23,62,"61–70",0.762738948687911,0,0,NA,0,0.0902320176297799,9800
6305,"Logistics","Light_Truck","Urban",2,17,23,"21–30",0.800572672509588,1,16663.433846065,16663.433846065,20814.3925195816,0.139203576295967,11340
6306,"Logistics","Cargo_Van","Suburban",37,16,69,"61–70",0.725464954855852,1,5146.55810648439,5146.55810648439,7094.1512364398,0.12898766897337,10500
6307,"Logistics","Light_Truck","Urban",11,26,34,"31–40",0.911061599734239,0,0,NA,0,0.173912548773269,11340
6308,"Retail","Light_Truck","Urban",18,39,27,"21–30",0.66534897685051,0,0,NA,0,0.0970078808248043,7560
6309,"Logistics","Light_Truck","Rural",14,37,69,"61–70",0.826177591341548,0,0,NA,0,0.0757836180985775,7560
6310,"Logistics","Delivery_Truck","Rural",31,31,23,"21–30",0.736028970452026,0,0,NA,0,0.113461809911062,10920
6311,"Construction","Box_Truck","Rural",36,27,54,"51–60",0.771234150393866,0,0,NA,0,0.123801590757825,11760
6312,"Construction","Cargo_Van","Suburban",3,15,41,"41–50",0.864150619134307,0,0,NA,0,0.104475809853338,9800
6313,"Healthcare","Light_Truck","Rural",32,30,36,"31–40",0.999915813328698,0,0,NA,0,0.0691681764711994,5544
6314,"Retail","Box_Truck","Urban",10,23,44,"41–50",0.602221640758216,0,0,NA,0,0.126466544559225,12600
6315,"Retail","Light_Truck","Urban",32,18,50,"41–50",0.853036245680414,0,0,NA,0,0.140495069663564,7560
6316,"Retail","Light_Truck","Rural",26,18,25,"21–30",0.903256013523787,0,0,NA,0,0.0660099494683184,5040
6317,"Construction","Light_Truck","Suburban",9,28,33,"31–40",0.877728712745011,0,0,NA,0,0.101667316797255,8820
6318,"Retail","Delivery_Truck","Urban",26,14,42,"41–50",0.686374898883514,0,0,NA,0,0.155258002127451,10920
6319,"Professional","Light_Truck","Urban",16,19,62,"61–70",0.564165572286583,0,0,NA,0,0.0565124653759471,6804
6320,"Construction","Light_Truck","Rural",25,17,67,"61–70",0.725230179610662,0,0,NA,0,0.0683058044666302,7056
6321,"Retail","Box_Truck","Rural",5,39,46,"41–50",0.926911291549914,0,0,NA,0,0.0862954412432969,8400
6322,"Professional","Cargo_Van","Rural",35,27,38,"31–40",0.696788226487115,0,0,NA,0,0.0426782788723358,5040
6323,"Logistics","Cargo_Van","Suburban",34,22,58,"51–60",0.896446533617564,0,0,NA,0,0.155623118236009,10500
6324,"Professional","Light_Truck","Suburban",23,3,42,"41–50",0.760576472617686,0,0,NA,0,0.054145439085653,5670
6325,"Professional","Cargo_Van","Suburban",48,11,47,"41–50",0.740451090736315,1,1358.39482788834,1358.39482788834,1834.55037730788,0.071527575365128,6300
6326,"Retail","Light_Truck","Urban",5,4,68,"61–70",0.792522537754849,0,0,NA,0,0.101641015467059,7560
6327,"Construction","Light_Truck","Urban",32,32,51,"51–60",0.954940466675907,0,0,NA,0,0.204462303319979,10584
6328,"Professional","Delivery_Truck","Suburban",7,4,53,"51–60",0.598310785833746,0,0,NA,0,0.0528128930655448,8190
6329,"Logistics","Delivery_Truck","Rural",50,13,32,"31–40",0.81002582970541,0,0,NA,0,0.144476206986257,10920
6330,"Construction","Box_Truck","Urban",36,8,70,"61–70",0.758224874036387,0,0,NA,0,0.260814192171036,17640
6331,"Construction","Cargo_Van","Rural",12,26,42,"41–50",0.631562288384885,0,0,NA,0,0.058621611607885,7840
6332,"Professional","Light_Truck","Urban",30,9,46,"41–50",0.750754131469876,1,7684.43128126349,7684.43128126349,10235.6163744559,0.0851355185086839,6804
6333,"Construction","Cargo_Van","Urban",25,3,32,"31–40",0.805030439398251,0,0,NA,0,0.180528076035058,11760
6334,"Retail","Cargo_Van","Urban",32,2,46,"41–50",0.86342316493392,0,0,NA,0,0.158006439182907,8400
6335,"Logistics","Cargo_Van","Suburban",44,6,21,"21–30",0.941372919129208,0,0,NA,0,0.176601559628639,10500
6336,"Retail","Light_Truck","Urban",24,34,45,"41–50",0.764179599122144,0,0,NA,0,0.117607240304898,7560
6337,"Retail","Light_Truck","Suburban",22,40,55,"51–60",0.890428692102432,0,0,NA,0,0.0897552121639252,6300
6338,"Healthcare","Cargo_Van","Rural",10,33,23,"21–30",0.607930054073222,0,0,NA,0,0.038299593406613,6160
6339,"Construction","Light_Truck","Urban",43,13,61,"61–70",0.820815079729073,0,0,NA,0,0.191590551834962,10584
6340,"Logistics","Light_Truck","Urban",24,17,63,"61–70",0.517753688036464,0,0,NA,0,0.111555209624337,11340
6341,"Logistics","Cargo_Van","Rural",20,34,49,"41–50",0.742918292758986,0,0,NA,0,0.0800865919594187,8400
6342,"Professional","Box_Truck","Rural",41,19,66,"61–70",0.520489426678978,0,0,NA,0,0.046774302817933,7560
6343,"Construction","Delivery_Truck","Rural",11,15,63,"61–70",0.859827559208497,0,0,NA,0,0.102734776256909,10192
6344,"Construction","Cargo_Van","Rural",29,7,60,"51–60",0.590441528707743,0,0,NA,0,0.0639389131437615,7840
6345,"Logistics","Cargo_Van","Rural",31,36,62,"61–70",0.95126308046747,0,0,NA,0,0.112800776081833,8400
6346,"Logistics","Box_Truck","Urban",19,26,24,"21–30",0.71686789218802,0,0,NA,0,0.229727484730573,18900
6347,"Healthcare","Cargo_Van","Suburban",33,31,54,"51–60",0.727116180467419,1,6093.51645403963,6093.51645403963,8380.38901860562,0.0804917611777433,7700
6348,"Retail","Cargo_Van","Suburban",22,18,29,"21–30",0.777640491607599,0,0,NA,0,0.0870957350600511,7000
6349,"Construction","Light_Truck","Rural",20,28,23,"21–30",0.992322579491884,0,0,NA,0,0.0893983411864238,7056
6350,"Construction","Delivery_Truck","Suburban",14,9,43,"41–50",0.772986596915871,2,13023.5181133869,6511.75905669346,16848.3103916022,0.135860124273933,12740
6351,"Construction","Delivery_Truck","Suburban",24,22,49,"41–50",0.658641678281128,0,0,NA,0,0.126893905737642,12740
6352,"Professional","Delivery_Truck","Suburban",40,12,57,"51–60",0.501119789900258,0,0,NA,0,0.0592824711452005,8190
6353,"Logistics","Delivery_Truck","Urban",10,9,39,"31–40",0.653455950436182,1,6463.37585469279,6463.37585469279,9891.06587885302,0.178393474469078,16380
6354,"Healthcare","Light_Truck","Suburban",18,37,31,"31–40",0.939045366947539,0,0,NA,0,0.0821476887005708,6930
6355,"Professional","Light_Truck","Urban",17,20,27,"21–30",0.926728973980062,0,0,NA,0,0.093706200203994,6804
6356,"Logistics","Delivery_Truck","Rural",47,7,24,"21–30",0.508822923526168,0,0,NA,0,0.0888089354264103,10920
6357,"Healthcare","Delivery_Truck","Suburban",22,3,62,"61–70",0.699521549162455,0,0,NA,0,0.0916653038022481,10010
6358,"Retail","Cargo_Van","Urban",40,10,26,"21–30",0.976974187185988,0,0,NA,0,0.190509966501268,8400
6359,"Healthcare","Cargo_Van","Rural",45,15,50,"41–50",0.830300418427214,0,0,NA,0,0.0706170505872346,6160
6360,"Construction","Delivery_Truck","Suburban",5,25,67,"61–70",0.560003800084814,0,0,NA,0,0.089908610103617,12740
6361,"Professional","Cargo_Van","Urban",22,19,31,"31–40",0.523035772144794,1,3419.74445417331,3419.74445417331,6538.26112151008,0.0615090068042278,7560
6362,"Healthcare","Cargo_Van","Suburban",13,36,55,"51–60",0.750420993077569,0,0,NA,0,0.0695640260582906,7700
6363,"Professional","Delivery_Truck","Suburban",48,30,52,"51–60",0.662733588251285,0,0,NA,0,0.0832260840125964,8190
6364,"Professional","Cargo_Van","Urban",40,26,70,"61–70",0.830474852351472,0,0,NA,0,0.113359817345976,7560
6365,"Healthcare","Delivery_Truck","Urban",19,38,38,"31–40",0.886655217385851,0,0,NA,0,0.169612709809826,12012
6366,"Logistics","Light_Truck","Suburban",36,6,61,"61–70",0.755883349338546,0,0,NA,0,0.120004040540988,9450
6367,"Logistics","Light_Truck","Suburban",29,15,59,"51–60",0.911748770740815,0,0,NA,0,0.136707610684878,9450
6368,"Construction","Light_Truck","Suburban",42,40,45,"41–50",0.788039500825107,0,0,NA,0,0.12170482050743,8820
6369,"Logistics","Cargo_Van","Urban",45,20,69,"61–70",0.769093122798949,0,0,NA,0,0.218037900313502,12600
6370,"Logistics","Light_Truck","Suburban",14,22,33,"31–40",0.732869118219241,0,0,NA,0,0.0960351692514494,9450
6371,"Retail","Light_Truck","Urban",35,5,25,"21–30",0.743704533437267,0,0,NA,0,0.125500140017539,7560
6372,"Logistics","Cargo_Van","Urban",30,29,54,"51–60",0.747496116440743,0,0,NA,0,0.188369021343067,12600
6373,"Construction","Cargo_Van","Suburban",17,4,37,"31–40",0.688152652233839,1,3890.12257514677,3890.12257514677,5652.99365267124,0.095722033925727,9800
6374,"Professional","Light_Truck","Urban",23,40,44,"41–50",0.912219651974738,0,0,NA,0,0.0974113755361223,6804
6375,"Construction","Light_Truck","Urban",33,17,56,"51–60",0.994102550321259,0,0,NA,0,0.214591947025099,10584
6376,"Construction","Light_Truck","Suburban",15,33,66,"61–70",0.932164331898093,0,0,NA,0,0.114516388173681,8820
6377,"Healthcare","Cargo_Van","Urban",10,5,57,"51–60",0.796421538572758,0,0,NA,0,0.107516907707322,9240
6378,"Retail","Delivery_Truck","Urban",46,26,66,"61–70",0.974575282889418,0,0,NA,0,0.258457365022274,10920
6379,"Logistics","Delivery_Truck","Urban",23,36,26,"21–30",0.576009441399947,0,0,NA,0,0.17769315257747,16380
6380,"Construction","Delivery_Truck","Suburban",5,5,52,"51–60",0.999341412796639,0,0,NA,0,0.1604442638245,12740
6381,"Logistics","Light_Truck","Suburban",17,3,49,"41–50",0.768361249007285,0,0,NA,0,0.103590463591162,9450
6382,"Healthcare","Cargo_Van","Suburban",39,40,53,"51–60",0.866689760470763,0,0,NA,0,0.100622681190656,7700
6383,"Construction","Delivery_Truck","Rural",40,26,63,"61–70",0.883854593965225,0,0,NA,0,0.135927998005912,10192
6384,"Logistics","Delivery_Truck","Rural",15,25,47,"41–50",0.673226631828584,0,0,NA,0,0.0900575265397097,10920
6385,"Retail","Cargo_Van","Urban",47,39,70,"61–70",0.54224073945079,0,0,NA,0,0.111430471957137,8400
