"policy_id","industry","vehicle_type","territory","fleet_size","years_in_business","driver_age","exposure","freq_lambda","claims","sev_mu","total_loss","severity","pure_premium"
4408,"Professional","Light_Truck","Rural",31,31,21,0.514621843001805,0.0274607361644193,0,4536,0,NA,0
4409,"Healthcare","Light_Truck","Suburban",50,6,49,0.702275637886487,0.0796380573363276,0,6930,0,NA,0
4410,"Professional","Light_Truck","Rural",37,39,67,0.896923520485871,0.0502339956118522,0,4536,0,NA,0
4411,"Logistics","Light_Truck","Rural",22,27,65,0.708952864049934,0.0700331997223087,0,7560,0,NA,0
4412,"Logistics","Light_Truck","Urban",21,22,42,0.735292400000617,0.154256992596129,0,11340,0,NA,0
4413,"Professional","Light_Truck","Rural",22,7,51,0.928773769177496,0.0458739940072149,0,4536,0,NA,0
4414,"Construction","Box_Truck","Suburban",21,38,34,0.934278889209963,0.188743021198197,1,14700,25055.8434157164,25055.8434157164,26818.3769376443
4415,"Logistics","Cargo_Van","Suburban",39,9,44,0.910447017638944,0.164426731385593,0,10500,0,NA,0
4416,"Healthcare","Light_Truck","Urban",33,4,64,0.791053393972106,0.118218974462161,0,8316,0,NA,0
4417,"Construction","Cargo_Van","Urban",35,14,27,0.965208634501323,0.235269604659698,0,11760,0,NA,0
4418,"Construction","Cargo_Van","Suburban",50,21,48,0.828332303208299,0.15075647918391,0,9800,0,NA,0
4419,"Professional","Light_Truck","Urban",38,30,49,0.537030202336609,0.0649591732746363,0,6804,0,NA,0
4420,"Retail","Light_Truck","Urban",19,35,70,0.758620839333162,0.111631056507875,0,7560,0,NA,0
4421,"Retail","Delivery_Truck","Urban",23,35,42,0.635042484616861,0.139931611485325,0,10920,0,NA,0
4422,"Professional","Light_Truck","Rural",19,3,25,0.837382376194,0.0402521334412694,0,4536,0,NA,0
4423,"Professional","Box_Truck","Urban",5,39,64,0.735322758671828,0.102687823248521,0,11340,0,NA,0
4424,"Professional","Cargo_Van","Urban",32,38,55,0.540789685212076,0.0692751586756669,0,7560,0,NA,0
4425,"Logistics","Cargo_Van","Urban",18,34,65,0.588100793538615,0.133381259974558,0,12600,0,NA,0
4426,"Healthcare","Delivery_Truck","Urban",50,6,57,0.850541991880164,0.208978167404956,0,12012,0,NA,0
4427,"Healthcare","Delivery_Truck","Suburban",30,38,30,0.880959817674011,0.123686758401431,0,10010,0,NA,0
4428,"Construction","Box_Truck","Urban",9,24,70,0.635008596582338,0.171623773398309,1,17640,10031.1987531997,10031.1987531997,15796.9495329485
4429,"Professional","Light_Truck","Urban",36,19,69,0.803657393320464,0.0956914858226676,0,6804,0,NA,0
4430,"Logistics","Light_Truck","Suburban",49,11,35,0.895395015482791,0.156819483011656,1,9450,19673.7022970901,19673.7022970901,21972.0927153947
4431,"Logistics","Cargo_Van","Urban",13,15,57,0.923156097531319,0.199678663896024,0,12600,0,NA,0
4432,"Construction","Cargo_Van","Urban",9,18,22,0.872469159774482,0.168430171294464,0,11760,0,NA,0
4433,"Professional","Cargo_Van","Rural",34,32,66,0.666837419033982,0.0405170415805047,0,5040,0,NA,0
4434,"Construction","Delivery_Truck","Urban",43,13,47,0.973906430182979,0.328357422468342,0,15288,0,NA,0
4435,"Construction","Cargo_Van","Urban",8,34,61,0.542582326685078,0.103687482629518,0,11760,0,NA,0
4436,"Professional","Light_Truck","Rural",49,16,22,0.613332175998949,0.0375966490565596,0,4536,0,NA,0
4437,"Logistics","Cargo_Van","Suburban",24,40,22,0.739682523650117,0.118053330774559,0,10500,0,NA,0
4438,"Construction","Cargo_Van","Urban",32,27,22,0.858957677846774,0.204346031559748,0,11760,0,NA,0
4439,"Healthcare","Cargo_Van","Suburban",20,5,66,0.961304759141058,0.0951691711549647,0,7700,0,NA,0
4440,"Professional","Cargo_Van","Urban",2,39,33,0.973631568835117,0.0940528095494723,0,7560,0,NA,0
4441,"Logistics","Cargo_Van","Rural",25,18,24,0.812248044647276,0.091540354631748,0,8400,0,NA,0
4442,"Construction","Box_Truck","Urban",23,3,68,0.601536148460582,0.185567886438605,1,17640,32310.1548528291,32310.1548528291,53712.7401828061
4443,"Professional","Light_Truck","Urban",24,21,37,0.700705627561547,0.0754870172572054,0,6804,0,NA,0
4444,"Professional","Cargo_Van","Urban",48,6,44,0.709542806725949,0.10281275269459,0,7560,0,NA,0
4445,"Logistics","Cargo_Van","Suburban",23,36,45,0.995112764183432,0.157426839293819,0,10500,0,NA,0
4446,"Construction","Cargo_Van","Urban",16,28,37,0.755622582277283,0.156187187756714,0,11760,0,NA,0
4447,"Construction","Light_Truck","Rural",14,39,48,0.88742489553988,0.0755873029025048,0,7056,0,NA,0
4448,"Logistics","Delivery_Truck","Rural",18,13,42,0.918494747253135,0.126377529264053,1,10920,10902.5789345982,10902.5789345982,11870.0503919087
4449,"Construction","Delivery_Truck","Suburban",38,35,70,0.519114046124741,0.112294750457704,1,12740,12959.5811691607,12959.5811691607,24964.8054524931
4450,"Retail","Light_Truck","Urban",44,39,23,0.845981715712696,0.153038092372427,0,7560,0,NA,0
4451,"Retail","Delivery_Truck","Rural",43,39,67,0.762531818589196,0.0922892260038503,0,7280,0,NA,0
4452,"Logistics","Cargo_Van","Urban",50,21,36,0.855292108142748,0.251455879793968,1,12600,6819.46255530481,6819.46255530481,7973.25555839999
4453,"Healthcare","Cargo_Van","Rural",7,14,67,0.54869152395986,0.0335305390291871,0,6160,0,NA,0
4454,"Professional","Cargo_Van","Suburban",22,37,34,0.963508922955953,0.0755390995597467,0,6300,0,NA,0
4455,"Logistics","Box_Truck","Urban",12,24,45,0.989360133768059,0.296689316914366,0,18900,0,NA,0
4456,"Professional","Light_Truck","Suburban",32,28,65,0.853519527241588,0.0656015108637884,0,5670,0,NA,0
4457,"Retail","Light_Truck","Suburban",47,14,61,0.741754904738627,0.0914583797542728,0,6300,0,NA,0
4458,"Logistics","Cargo_Van","Suburban",15,37,41,0.934388601803221,0.137355124465073,0,10500,0,NA,0
4459,"Construction","Delivery_Truck","Urban",26,10,30,0.972261738497764,0.285903286822652,0,15288,0,NA,0
4460,"Construction","Delivery_Truck","Urban",36,25,34,0.888946710620075,0.283938468839158,0,15288,0,NA,0
4461,"Construction","Delivery_Truck","Rural",17,37,53,0.877737255534157,0.111104859542769,0,10192,0,NA,0
4462,"Retail","Cargo_Van","Suburban",17,22,53,0.705195959773846,0.0754559676958015,0,7000,0,NA,0
4463,"Construction","Box_Truck","Suburban",38,12,65,0.84188871353399,0.196126394704878,0,14700,0,NA,0
4464,"Construction","Delivery_Truck","Suburban",7,39,65,0.835561072337441,0.136973526588277,0,12740,0,NA,0
4465,"Healthcare","Delivery_Truck","Urban",31,18,62,0.939190176432021,0.199441729916222,0,12012,0,NA,0
4466,"Healthcare","Light_Truck","Urban",28,19,30,0.504730207496323,0.0723631698487478,0,8316,0,NA,0
4467,"Professional","Delivery_Truck","Urban",29,14,42,0.901889759348705,0.146498463059807,0,9828,0,NA,0
4468,"Retail","Light_Truck","Urban",34,33,43,0.840863300603814,0.140760516521079,0,7560,0,NA,0
4469,"Professional","Delivery_Truck","Rural",10,38,47,0.775517849251628,0.0494004869973287,0,6552,0,NA,0
4470,"Professional","Delivery_Truck","Urban",48,34,62,0.536594770033844,0.101078356831275,0,9828,0,NA,0
4471,"Healthcare","Delivery_Truck","Suburban",6,24,35,0.74293985508848,0.0834470045235381,0,10010,0,NA,0
4472,"Professional","Light_Truck","Urban",7,21,65,0.569748501875438,0.052225996424412,0,6804,0,NA,0
4473,"Logistics","Delivery_Truck","Rural",45,16,32,0.722630916745402,0.124285291371042,0,10920,0,NA,0
4474,"Retail","Light_Truck","Rural",18,32,65,0.801689898013137,0.0545469806608139,0,5040,0,NA,0
4475,"Professional","Delivery_Truck","Urban",36,22,49,0.949414419708773,0.163289786045712,0,9828,0,NA,0
4476,"Logistics","Light_Truck","Urban",49,36,25,0.570401802309789,0.149850257484805,1,11340,9306.57956837385,9306.57956837385,16315.8312801392
4477,"Retail","Delivery_Truck","Rural",18,35,61,0.775078992242925,0.0761747633576347,0,7280,0,NA,0
4478,"Logistics","Box_Truck","Urban",23,16,65,0.692299930378795,0.229995882870443,0,18900,0,NA,0
4479,"Construction","Cargo_Van","Urban",11,2,66,0.814523434150033,0.160420390355849,0,11760,0,NA,0
4480,"Logistics","Delivery_Truck","Rural",43,9,57,0.683878061245196,0.115877666453508,0,10920,0,NA,0
4481,"Construction","Box_Truck","Urban",47,19,34,0.645355078508146,0.241369252912832,0,17640,0,NA,0
4482,"Construction","Cargo_Van","Urban",45,17,47,0.814356128452346,0.21437925081508,1,11760,7962.80907446854,7962.80907446854,9778.04279511173
4483,"Retail","Cargo_Van","Rural",10,5,48,0.981364596285857,0.06869552174001,0,5600,0,NA,0
4484,"Healthcare","Box_Truck","Suburban",50,14,21,0.800063137430698,0.141131137442775,0,11550,0,NA,0
4485,"Retail","Light_Truck","Suburban",48,30,33,0.933565223473124,0.115948800755362,0,6300,0,NA,0
4486,"Logistics","Light_Truck","Urban",4,3,33,0.519793235464022,0.0923464662125381,0,11340,0,NA,0
4487,"Logistics","Delivery_Truck","Suburban",25,22,46,0.613298650016077,0.128363407448365,0,13650,0,NA,0
4488,"Retail","Light_Truck","Suburban",12,13,30,0.769221350550652,0.0706145199805498,1,6300,8068.26941859851,8068.26941859851,10488.878672989
4489,"Construction","Light_Truck","Rural",33,9,67,0.680507059441879,0.0685522396469966,0,7056,0,NA,0
4490,"Professional","Light_Truck","Urban",28,7,60,0.837960452307016,0.0934409700367553,1,6804,5151.14979073496,5151.14979073496,6147.24689757513
4491,"Construction","Cargo_Van","Rural",21,25,33,0.737022007349879,0.0744465929624112,0,7840,0,NA,0
4492,"Construction","Light_Truck","Urban",26,12,42,0.589653715724126,0.120041703447117,0,10584,0,NA,0
4493,"Professional","Light_Truck","Suburban",27,30,50,0.76723994105123,0.0565532560548861,0,5670,0,NA,0
4494,"Construction","Cargo_Van","Suburban",23,27,25,0.833849328453653,0.122492466349842,1,9800,7579.21588224789,7579.21588224789,9089.43093628595
4495,"Logistics","Box_Truck","Suburban",10,27,62,0.785068610915914,0.153873447739519,0,15750,0,NA,0
4496,"Construction","Light_Truck","Urban",8,22,68,0.559526935801841,0.0962330376885587,0,10584,0,NA,0
4497,"Professional","Delivery_Truck","Urban",16,8,51,0.969379965099506,0.140259587150248,0,9828,0,NA,0
4498,"Retail","Cargo_Van","Suburban",21,3,70,0.747268642531708,0.0829468193210196,0,7000,0,NA,0
4499,"Construction","Light_Truck","Suburban",40,4,34,0.541862948331982,0.0824173544412945,0,8820,0,NA,0
4500,"Logistics","Light_Truck","Suburban",44,30,41,0.557882998371497,0.0941929654450435,0,9450,0,NA,0
4501,"Construction","Delivery_Truck","Urban",18,32,42,0.797794473124668,0.218420170852072,0,15288,0,NA,0
4502,"Logistics","Cargo_Van","Urban",17,18,29,0.507496770122088,0.114034524246433,0,12600,0,NA,0
4503,"Retail","Cargo_Van","Urban",25,19,24,0.970848511322401,0.167471368203114,1,8400,1695.22588340272,1695.22588340272,1746.12811744815
4504,"Retail","Cargo_Van","Urban",26,35,31,0.855028332211077,0.148774929804727,0,8400,0,NA,0
4505,"Construction","Delivery_Truck","Urban",50,5,63,0.720416818396188,0.255675928848807,0,15288,0,NA,0
4506,"Logistics","Cargo_Van","Urban",49,12,53,0.9009413033491,0.262984766447602,0,12600,0,NA,0
4507,"Construction","Delivery_Truck","Urban",5,12,29,0.574611779651605,0.138380881834598,0,15288,0,NA,0
4508,"Logistics","Cargo_Van","Urban",37,29,21,0.688363812165335,0.183586628704495,0,12600,0,NA,0
4509,"Professional","Light_Truck","Suburban",34,40,51,0.724678314640187,0.0566118699396914,0,5670,0,NA,0
4510,"Professional","Delivery_Truck","Suburban",1,5,44,0.769277865882032,0.063703900073691,0,8190,0,NA,0
4511,"Professional","Cargo_Van","Urban",36,39,27,0.823663165559992,0.108970636803587,0,7560,0,NA,0
4512,"Construction","Delivery_Truck","Urban",28,39,29,0.853523252299055,0.255314410460216,0,15288,0,NA,0
4513,"Construction","Light_Truck","Urban",31,14,53,0.651737635489553,0.138399745584384,2,10584,5843.13119384726,2921.56559692363,8965.46535855366
4514,"Professional","Delivery_Truck","Suburban",25,39,53,0.791677523055114,0.0828490527877177,0,8190,0,NA,0
4515,"Logistics","Light_Truck","Urban",45,20,49,0.697720123454928,0.178023289499525,0,11340,0,NA,0
4516,"Construction","Cargo_Van","Urban",41,3,37,0.711057256208733,0.181639576098521,0,11760,0,NA,0
4517,"Construction","Delivery_Truck","Suburban",18,19,45,0.739062394131906,0.134893668176956,0,12740,0,NA,0
4518,"Construction","Cargo_Van","Suburban",7,13,62,0.984252666705288,0.124114261271537,0,9800,0,NA,0
4519,"Retail","Delivery_Truck","Urban",23,2,31,0.982598219648935,0.216515517699643,2,10920,19938.2166298242,9969.10831491212,20291.3217540205
4520,"Retail","Light_Truck","Rural",21,26,47,0.662583676283248,0.0463344764824875,0,5040,0,NA,0
4521,"Retail","Delivery_Truck","Urban",44,2,31,0.824095544521697,0.215336165783519,0,10920,0,NA,0
4522,"Healthcare","Cargo_Van","Urban",26,25,42,0.771991182700731,0.120893819210934,0,9240,0,NA,0
4523,"Construction","Cargo_Van","Suburban",12,15,57,0.891400441410951,0.118199698531092,0,9800,0,NA,0
4524,"Professional","Delivery_Truck","Suburban",23,19,59,0.925254228641279,0.0951438923311827,0,8190,0,NA,0
4525,"Construction","Delivery_Truck","Urban",43,39,22,0.670724318595603,0.226138057636101,0,15288,0,NA,0
4526,"Construction","Cargo_Van","Suburban",41,17,57,0.619425142649561,0.10548810179322,1,9800,5796.16945346818,5796.16945346818,9357.33643079992
4527,"Construction","Light_Truck","Urban",18,22,48,0.604381802026182,0.114554526756043,0,10584,0,NA,0
4528,"Healthcare","Delivery_Truck","Urban",9,16,60,0.85007312009111,0.14769595425023,0,12012,0,NA,0
4529,"Professional","Light_Truck","Urban",29,1,58,0.7057652072981,0.0793668263867078,0,6804,0,NA,0
4530,"Retail","Cargo_Van","Urban",43,28,25,0.642232019919902,0.12812528797402,0,8400,0,NA,0
4531,"Professional","Light_Truck","Urban",50,9,48,0.824921789113432,0.109137152699707,0,6804,0,NA,0
4532,"Professional","Light_Truck","Suburban",26,31,32,0.750015349709429,0.0548111217567651,0,5670,0,NA,0
4533,"Retail","Cargo_Van","Suburban",28,8,67,0.620134290773422,0.0731758463112637,1,7000,8746.38140330886,8746.38140330886,14104.0118784602
4534,"Healthcare","Cargo_Van","Suburban",41,33,59,0.520569626591168,0.0613751589750988,0,7700,0,NA,0
4535,"Construction","Cargo_Van","Urban",30,22,31,0.770418122294359,0.18027784061688,1,11760,7878.89298579416,7878.89298579416,10226.7752507304
4536,"Logistics","Cargo_Van","Suburban",13,38,69,0.666052459157072,0.0960447646104498,0,10500,0,NA,0
4537,"Construction","Cargo_Van","Urban",4,6,42,0.977323388913646,0.179143377187871,1,11760,5265.13042039662,5265.13042039662,5387.29603744481
4538,"Construction","Light_Truck","Rural",49,22,27,0.702088003046811,0.079926400354852,0,7056,0,NA,0
4539,"Professional","Cargo_Van","Urban",44,24,66,0.753548550303094,0.106024281027645,0,7560,0,NA,0
4540,"Professional","Cargo_Van","Urban",38,1,36,0.974226469406858,0.130936037488282,1,7560,1806.07779152774,1806.07779152774,1853.85826421586
4541,"Logistics","Delivery_Truck","Urban",19,35,34,0.707128599053249,0.210420257220275,0,16380,0,NA,0
4542,"Logistics","Light_Truck","Rural",6,12,62,0.759201189503074,0.0642830831176043,1,7560,2267.69138807484,2267.69138807484,2986.94393453088
4543,"Retail","Box_Truck","Suburban",29,20,62,0.913999657379463,0.152272342919419,0,10500,0,NA,0
4544,"Construction","Light_Truck","Rural",23,35,49,0.910832180059515,0.0842947857679679,0,7056,0,NA,0
4545,"Professional","Light_Truck","Rural",7,3,65,0.82201311760582,0.0351632551318242,0,4536,0,NA,0
4546,"Professional","Delivery_Truck","Urban",14,15,49,0.63051402149722,0.0895077704917453,0,9828,0,NA,0
4547,"Construction","Cargo_Van","Suburban",15,9,25,0.513824304332957,0.0701370175414486,0,9800,0,NA,0
4548,"Retail","Box_Truck","Urban",49,6,47,0.883979646721855,0.258033658878109,0,12600,0,NA,0
4549,"Healthcare","Light_Truck","Urban",20,11,55,0.513535110629164,0.0686339675355877,1,8316,8925.39854135988,8925.39854135988,17380.3082917248
4550,"Construction","Box_Truck","Suburban",30,15,56,0.94971731537953,0.207418261678889,0,14700,0,NA,0
4551,"Logistics","Box_Truck","Suburban",12,33,32,0.839093063608743,0.16775148527666,1,15750,3676.24469570183,3676.24469570183,4381.21211476968
4552,"Professional","Light_Truck","Urban",17,21,65,0.723758472828194,0.0731828379800229,0,6804,0,NA,0
4553,"Construction","Delivery_Truck","Suburban",41,21,25,0.62148598046042,0.137590781214132,0,12740,0,NA,0
4554,"Construction","Cargo_Van","Urban",8,20,40,0.648644416360185,0.123955947966431,0,11760,0,NA,0
4555,"Logistics","Delivery_Truck","Suburban",18,25,56,0.554573343833908,0.109006936463993,0,13650,0,NA,0
4556,"Construction","Cargo_Van","Rural",33,30,38,0.907412413624115,0.101566671456947,0,7840,0,NA,0
4557,"Professional","Light_Truck","Urban",23,19,38,0.945519935805351,0.100967346344974,0,6804,0,NA,0
4558,"Retail","Cargo_Van","Suburban",29,5,28,0.668211797368713,0.0795172038868768,0,7000,0,NA,0
4559,"Logistics","Cargo_Van","Urban",31,37,31,0.802115963539109,0.203817666335287,0,12600,0,NA,0
4560,"Construction","Cargo_Van","Urban",18,19,59,0.766140895197168,0.161349272528524,0,11760,0,NA,0
4561,"Construction","Box_Truck","Urban",2,40,35,0.544119145139121,0.136660964493142,1,17640,19780.6428628812,19780.6428628812,36353.5138206241
4562,"Logistics","Delivery_Truck","Urban",18,13,40,0.737255935440771,0.217372540005357,0,16380,0,NA,0
4563,"Logistics","Light_Truck","Suburban",36,17,28,0.703517677960917,0.111690466553075,0,9450,0,NA,0
4564,"Construction","Delivery_Truck","Rural",21,14,53,0.869854065938853,0.114223146960629,0,10192,0,NA,0
4565,"Construction","Light_Truck","Rural",27,3,24,0.617295116186142,0.0591510699183047,0,7056,0,NA,0
4566,"Healthcare","Light_Truck","Urban",27,39,24,0.557133591501042,0.0791993256998307,0,8316,0,NA,0
4567,"Logistics","Cargo_Van","Urban",8,25,36,0.730313896900043,0.150298599982029,0,12600,0,NA,0
4568,"Healthcare","Box_Truck","Suburban",15,12,26,0.943147523794323,0.124778417397989,0,11550,0,NA,0
4569,"Professional","Light_Truck","Suburban",30,3,46,0.502996150753461,0.0380265089969616,0,5670,0,NA,0
4570,"Healthcare","Light_Truck","Rural",49,24,47,0.879781171912327,0.0693381935019263,0,5544,0,NA,0
4571,"Logistics","Delivery_Truck","Urban",14,18,21,0.99718526203651,0.283120839597406,1,16380,33769.0092915235,33769.0092915235,33864.3285025678
4572,"Healthcare","Light_Truck","Rural",34,27,40,0.630202707485296,0.0443082919578762,0,5544,0,NA,0
4573,"Professional","Light_Truck","Urban",45,25,23,0.917876858729869,0.117098140252463,0,6804,0,NA,0
4574,"Logistics","Light_Truck","Urban",47,19,62,0.551660911063664,0.142841559701714,0,11340,0,NA,0
4575,"Professional","Cargo_Van","Urban",25,39,64,0.528055627481081,0.0637627170183405,0,7560,0,NA,0
4576,"Healthcare","Cargo_Van","Rural",10,12,55,0.82489663164597,0.0519684877936961,0,6160,0,NA,0
4577,"Professional","Light_Truck","Suburban",29,37,23,0.93840749701485,0.0703524100512033,0,5670,0,NA,0
4578,"Professional","Light_Truck","Rural",19,5,68,0.50170619180426,0.024116514933839,0,4536,0,NA,0
4579,"Professional","Cargo_Van","Urban",19,6,51,0.683670769562013,0.0782461195763724,0,7560,0,NA,0
4580,"Construction","Light_Truck","Urban",29,1,33,0.794563515111804,0.165940617313525,0,10584,0,NA,0
4581,"Construction","Delivery_Truck","Suburban",21,28,31,0.789943194715306,0.148185443896644,0,12740,0,NA,0
4582,"Logistics","Light_Truck","Urban",12,38,29,0.719576668576337,0.138719990168146,0,11340,0,NA,0
4583,"Retail","Light_Truck","Rural",23,23,53,0.734144437941723,0.0522637425370712,0,5040,0,NA,0
4584,"Healthcare","Light_Truck","Urban",14,14,67,0.758654214791022,0.0958635465809936,0,8316,0,NA,0
4585,"Healthcare","Box_Truck","Urban",1,26,40,0.893771371454932,0.153719738176534,0,13860,0,NA,0
4586,"Retail","Cargo_Van","Rural",46,14,56,0.527201192104258,0.0501895534883253,0,5600,0,NA,0
4587,"Logistics","Light_Truck","Suburban",7,26,65,0.76717447291594,0.0937640640797862,0,9450,0,NA,0
4588,"Retail","Light_Truck","Suburban",28,16,56,0.844775891629979,0.0897151996911038,0,6300,0,NA,0
4589,"Professional","Cargo_Van","Urban",6,9,27,0.950911831110716,0.0958519125759601,0,7560,0,NA,0
4590,"Healthcare","Light_Truck","Suburban",48,3,55,0.856053548748605,0.0956896656791191,0,6930,0,NA,0
4591,"Retail","Cargo_Van","Rural",5,25,48,0.992303487961181,0.0659881819494185,0,5600,0,NA,0
4592,"Construction","Light_Truck","Urban",47,15,48,0.641836060793139,0.154319853276798,0,10584,0,NA,0
4593,"Professional","Light_Truck","Urban",46,26,49,0.677041292889044,0.0870133469620999,1,6804,7246.95881267159,7246.95881267159,10703.8653163201
4594,"Professional","Cargo_Van","Rural",1,24,60,0.641941369278356,0.0286241656561219,0,5040,0,NA,0
4595,"Logistics","Light_Truck","Suburban",35,35,38,0.804497994016856,0.126708434057655,0,9450,0,NA,0
4596,"Construction","Delivery_Truck","Urban",48,9,64,0.859829378430732,0.300794111456423,0,15288,0,NA,0
4597,"Logistics","Delivery_Truck","Urban",6,28,29,0.949326539528556,0.248799499479644,1,16380,16279.9336782395,16279.9336782395,17148.9292676093
4598,"Construction","Light_Truck","Rural",41,34,27,0.854017654783092,0.0916267001640232,0,7056,0,NA,0
4599,"Retail","Cargo_Van","Rural",48,14,46,0.627580480650067,0.0606242744307965,0,5600,0,NA,0
4600,"Retail","Delivery_Truck","Urban",5,17,31,0.530715864733793,0.0983151139419351,0,10920,0,NA,0
4601,"Retail","Cargo_Van","Suburban",31,17,54,0.826244414085522,0.0999755741043482,0,7000,0,NA,0
4602,"Healthcare","Light_Truck","Suburban",40,27,25,0.772546333260834,0.0813491288923659,0,6930,0,NA,0
4603,"Logistics","Delivery_Truck","Rural",19,21,36,0.95308621157892,0.132351269857118,0,10920,0,NA,0
4604,"Construction","Delivery_Truck","Urban",34,19,59,0.769164895522408,0.241779293258514,0,15288,0,NA,0
4605,"Retail","Cargo_Van","Urban",22,20,70,0.947684291168116,0.159210960916244,0,8400,0,NA,0
4606,"Construction","Light_Truck","Urban",4,30,27,0.953161615645513,0.15724307173304,0,10584,0,NA,0
4607,"Professional","Cargo_Van","Rural",1,15,24,0.777407787973061,0.0346646132657188,0,5040,0,NA,0
4608,"Professional","Delivery_Truck","Urban",18,24,52,0.677301930030808,0.0998478505251417,0,9828,0,NA,0
4609,"Construction","Cargo_Van","Urban",48,38,26,0.990268966415897,0.266481378862518,0,11760,0,NA,0
4610,"Construction","Delivery_Truck","Urban",17,7,30,0.571682860143483,0.155066117399619,0,15288,0,NA,0
4611,"Healthcare","Light_Truck","Urban",19,3,32,0.574982285383157,0.0761477789647185,0,8316,0,NA,0
4612,"Logistics","Cargo_Van","Suburban",2,35,58,0.805837630410679,0.103791886796895,0,10500,0,NA,0
4613,"Healthcare","Cargo_Van","Urban",35,4,42,0.743501318618655,0.125465847516898,0,9240,0,NA,0
4614,"Professional","Light_Truck","Suburban",2,40,52,0.820267217233777,0.0475426879108697,0,5670,0,NA,0
4615,"Healthcare","Box_Truck","Urban",2,36,48,0.719310862128623,0.125073772706925,0,13860,0,NA,0
4616,"Professional","Box_Truck","Urban",2,29,25,0.504274038248695,0.0681980209327536,0,11340,0,NA,0
4617,"Logistics","Cargo_Van","Urban",3,34,28,0.504074912401848,0.0984458303920808,0,12600,0,NA,0
4618,"Logistics","Delivery_Truck","Suburban",9,27,59,0.710721785901114,0.128057851383663,0,13650,0,NA,0
4619,"Construction","Light_Truck","Suburban",34,29,35,0.679470704053529,0.0985776097440859,0,8820,0,NA,0
4620,"Healthcare","Delivery_Truck","Suburban",26,15,58,0.923944202717394,0.125397707192805,0,10010,0,NA,0
4621,"Retail","Box_Truck","Urban",49,14,50,0.873184489202686,0.254882552398264,0,12600,0,NA,0
4622,"Logistics","Cargo_Van","Urban",15,19,47,0.916266600135714,0.202036785329925,0,12600,0,NA,0
4623,"Professional","Delivery_Truck","Suburban",41,15,44,0.904785162536427,0.107859439225968,0,8190,0,NA,0
4624,"Professional","Light_Truck","Urban",29,26,44,0.832377113518305,0.093604968300701,0,6804,0,NA,0
4625,"Professional","Box_Truck","Urban",25,29,65,0.728295972221531,0.12311843410405,0,11340,0,NA,0
4626,"Retail","Light_Truck","Rural",35,3,29,0.678946319734678,0.0534670226791059,0,5040,0,NA,0
4627,"Construction","Delivery_Truck","Rural",16,15,60,0.941657658782788,0.118081987096044,0,10192,0,NA,0
4628,"Healthcare","Light_Truck","Urban",28,16,70,0.506238289992325,0.0725793836361996,0,8316,0,NA,0
4629,"Construction","Cargo_Van","Urban",7,26,70,0.814833010430448,0.154125663922919,0,11760,0,NA,0
4630,"Professional","Cargo_Van","Urban",50,6,56,0.79286362673156,0.116550953129539,2,7560,11569.3279937953,5784.66399689767,14591.8258874958
4631,"Retail","Delivery_Truck","Urban",9,17,64,0.696826164028607,0.134522290965723,0,10920,0,NA,0
4632,"Retail","Cargo_Van","Urban",25,5,50,0.528744091978297,0.0912083558662562,0,8400,0,NA,0
4633,"Professional","Light_Truck","Rural",22,4,25,0.53921747894492,0.0266330297200475,0,4536,0,NA,0
4634,"Logistics","Light_Truck","Rural",47,5,52,0.557132337475196,0.0673205288664778,0,7560,0,NA,0
4635,"Professional","Cargo_Van","Rural",11,20,23,0.732569845160469,0.0362548816369916,0,5040,0,NA,0
4636,"Healthcare","Light_Truck","Urban",36,29,60,0.539470794028603,0.0825875838578388,0,8316,0,NA,0
4637,"Professional","Cargo_Van","Suburban",32,13,33,0.977744138566777,0.0834993494336028,0,6300,0,NA,0
4638,"Logistics","Delivery_Truck","Urban",10,13,66,0.612575842533261,0.16723320501158,1,16380,16737.1396282222,16737.1396282222,27322.5590467411
4639,"Construction","Box_Truck","Urban",9,15,57,0.893341253278777,0.241443340523655,0,17640,0,NA,0
4640,"Professional","Light_Truck","Suburban",37,22,60,0.951354071847163,0.0761178392884915,0,5670,0,NA,0
4641,"Construction","Delivery_Truck","Rural",14,13,33,0.719550131354481,0.0885276917608045,0,10192,0,NA,0
4642,"Construction","Light_Truck","Urban",14,19,33,0.521562001900747,0.0951954965869244,0,10584,0,NA,0
4643,"Construction","Box_Truck","Suburban",5,31,64,0.579619282740168,0.100216173985775,0,14700,0,NA,0
4644,"Professional","Light_Truck","Rural",8,27,62,0.791870977613144,0.0342230799104848,0,4536,0,NA,0
4645,"Professional","Cargo_Van","Urban",1,35,29,0.815981980296783,0.0779670782173576,0,7560,0,NA,0
4646,"Construction","Cargo_Van","Rural",10,4,54,0.954531088704243,0.0868623290720861,0,7840,0,NA,0
4647,"Professional","Light_Truck","Urban",31,15,41,0.652782933204435,0.0746424644972611,0,6804,0,NA,0
4648,"Professional","Light_Truck","Urban",39,40,36,0.996875052107498,0.121524053227165,0,6804,0,NA,0
4649,"Retail","Light_Truck","Rural",40,33,29,0.532741154544055,0.0436315005571581,0,5040,0,NA,0
4650,"Healthcare","Delivery_Truck","Urban",47,30,31,0.534674779628403,0.128554530639955,0,12012,0,NA,0
4651,"Construction","Light_Truck","Rural",49,32,49,0.586238929186948,0.0667380259375713,0,7056,0,NA,0
